iccs,unit,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
ICCS05021,NR,DK	156 	264 	247 	231 	218 	241 	230 	284 	288 	335 	456 	552 	775 	745 
ICCS05021,NR,EE	110 	108 	163 	134 	180 	373 	505 	597 	547 	620 	752 	870 	934 	1035 
ICCS05021,NR,EL	14896 	15400 	21710 	24483 	35638 	26180 	26524 	24986 	28800 	31166 	32253 	27587 	26708 	23550 
ICCS05021,NR,ES	20292 	19946 	28921 	30182 	32895 	31678 	31137 	36466 	41499 	47125 	51799 	65672 	77898 	92196 
ICCS05021,NR,FI	5590 	6466 	5598 	5726 	5851 	6269 	7380 	7982 	7581 	8815 	11983 	11150 	12188 	13804 
ICCS05021,NR,FR	: 	: 	: 	: 	: 	161512 	168072 	169084 	173232 	178333 	186824 	195367 	207947 	211484 
ICCS05021,NR,HR	685 	703 	1036 	923 	854 	890 	760 	633 	866 	1142 	1315 	1382 	1828 	1927 
ICCS05021,NR,HU	: 	: 	: 	: 	: 	: 	3175 	4803 	5692 	6921 	6163 	5866 	8015 	7982 
ICCS05021,NR,IE	2775 	2586 	3580 	3723 	3457 	3397 	4902 	7764 	7359 	8478 	10481 	11619 	13311 	14461 
ICCS05021,NR,IS	13 	29 	26 	77 	80 	577 	69 	392 	239 	335 	443 	450 	546 	427 
ICCS05021,NR,IT	110171 	101042 	131148 	141132 	145758 	156942 	165650 	176461 	183486 	196589 	198774 	197583 	213407 	229961 
ICCS05021,NR,LI	: 	6 	4 	5 	2 	31 	14 	5 	5 	6 	1 	3 	7 	16 
ICCS05021,NR,LT	333 	568 	666 	787 	999 	1263 	1138 	1255 	1504 	1724 	1807 	2060 	1967 	2553 
ICCS05021,NR,LU	262 	254 	304 	293 	288 	242 	302 	2240 	2285 	372 	456 	418 	419 	344 
ICCS05021,NR,LV	416 	748 	432 	335 	342 	975 	1483 	1323 	1347 	910 	: 	1441 	2096 	2205 
ICCS05021,NR,ME	36 	33 	28 	31 	31 	38 	32 	21 	39 	43 	48 	40 	51 	22 
ICCS05021,NR,MK	: 	: 	: 	: 	: 	: 	: 	542 	507 	371 	487 	527 	607 	581 
ICCS05021,NR,MT	254 	230 	245 	317 	332 	256 	229 	242 	325 	306 	364 	372 	401 	398 
ICCS05021,NR,NL	22060 	27015 	28170 	27175 	27750 	31260 	35915 	37445 	38460 	39170 	40900 	40560 	21850 	21665 
ICCS05021,NR,NO	3146 	4061 	3861 	4062 	4057 	4468 	5365 	6586 	6634 	7953 	9318 	10858 	12014 	11901 
ICCS05021,NR,PL	10540 	11089 	10881 	10971 	12449 	14340 	15310 	17083 	18234 	16230 	16575 	16539 	17271 	17669 
ICCS05021,NR,PT	7485 	8684 	9376 	9864 	10254 	11531 	12017 	13723 	14799 	15900 	19500 	20310 	22539 	25274 
ICCS05021,NR,RO	1190 	1682 	1975 	2088 	2927 	1364 	4659 	5428 	2892 	1627 	1881 	2531 	2967 	2355 
ICCS05021,NR,RS	614 	711 	942 	1224 	1555 	1498 	1690 	1895 	2219 	2761 	3370 	3282 	3295 	4083 
ICCS05021,NR,SE	18599 	21372 	20051 	21803 	24064 	25184 	26516 	27060 	27724 	28926 	34471 	35009 	40359 	44717 
ICCS05021,NR,SI	398 	599 	544 	543 	554 	815 	775 	594 	621 	539 	528 	534 	586 	582 
ICCS05021,NR,SK	803 	982 	1042 	1339 	1524 	1671 	1932 	2297 	2431 	2546 	2694 	3354 	3779 	4135 
ICCS05021,NR,TR	33161 	32509 	28437 	36685 	52246 	53206 	: 	: 	: 	31013 	27465 	28359 	30171 	: 
ICCS05021,NR,UKC-L	: 	: 	: 	120114 	112023 	97156 	81866 	75637 	75308 	79820 	92056 	106162 	117684 	147238 
ICCS05021,NR,UKM	: 	: 	: 	4950 	5024 	5216 	5028 	5423 	5976 	5731 	7060 	8716 	9304 	11551 
ICCS05021,NR,UKN	: 	: 	: 	1452 	1409 	1560 	1697 	2025 	2121 	2101 	2412 	2823 	2936 	3076 
ICCS05021,NR,XK	138 	116 	148 	214 	233 	295 	280 	223 	386 	316 	434 	339 	389 	463 
ICCS05021,P_HTHAB,AL	7.32 	6.99 	11.11 	8.78 	11.44 	10.32 	9.57 	13.84 	: 	: 	21.58 	: 	15.83 	12.56 
ICCS05021,P_HTHAB,AT	31.29 	34.91 	44.22 	48.25 	57.14 	103.83 	113.60 	121.13 	135.80 	52.88 	61.59 	61.66 	111.45 	108.92 
ICCS05021,P_HTHAB,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	34.59 	28.39 	42.35 	45.21 	44.88 
ICCS05021,P_HTHAB,BE	80.95 	79.04 	109.98 	123.02 	139.58 	154.18 	172.43 	141.16 	141.50 	155.14 	176.13 	183.13 	203.72 	218.46 
ICCS05021,P_HTHAB,BG	4.42 	6.04 	4.43 	4.65 	28.77 	38.57 	49.15 	51.35 	49.19 	42.06 	43.88 	53.06 	59.86 	61.45 
ICCS05021,P_HTHAB,CH	147.17 	114.11 	104.00 	90.05 	78.82 	72.63 	76.78 	81.16 	78.39 	96.67 	95.81 	97.66 	110.36 	: 
ICCS05021,P_HTHAB,CY	: 	: 	: 	: 	112.31 	116.58 	113.46 	138.34 	152.10 	202.90 	212.32 	208.15 	204.16 	230.06 
ICCS05021,P_HTHAB,CZ	40.09 	56.92 	62.62 	66.23 	77.64 	86.80 	288.35 	390.82 	507.03 	470.86 	530.19 	586.68 	657.17 	305.45 
ICCS05021,P_HTHAB,DE	47.11 	51.59 	58.49 	60.92 	65.58 	72.57 	69.66 	72.31 	73.93 	79.69 	88.31 	93.06 	106.94 	108.29 
ICCS05021,P_HTHAB,DK	2.67 	4.53 	4.25 	4.00 	3.79 	4.22 	4.06 	5.05 	5.14 	6.00 	8.20 	9.97 	14.06 	13.61 
ICCS05021,P_HTHAB,EE	8.27 	8.13 	12.30 	10.16 	13.68 	28.34 	38.41 	45.37 	41.43 	46.78 	56.56 	65.25 	69.92 	77.33 
ICCS05021,P_HTHAB,EL	139.49 	143.68 	202.43 	227.94 	330.96 	242.77 	244.28 	228.67 	261.73 	281.12 	633.95 	248.10 	240.73 	212.91 
ICCS05021,P_HTHAB,ES	42.81 	42.14 	61.62 	64.69 	70.70 	68.21 	67.03 	78.40 	88.81 	100.66 	111.00 	141.27 	168.47 	201.88 
ICCS05021,P_HTHAB,FI	101.02 	117.03 	101.45 	103.86 	106.32 	114.25 	134.87 	146.42 	139.70 	163.20 	222.90 	228.40 	228.80 	260.40 
ICCS05021,P_HTHAB,FR	: 	: 	: 	: 	: 	241.93 	252.78 	256.41 	264.07 	273.19 	287.52 	302.15 	323.15 	330.41 
ICCS05021,P_HTHAB,HR	16.97 	17.32 	25.42 	22.48 	20.56 	21.24 	17.99 	14.91 	20.32 	26.71 	30.65 	32.12 	42.42 	44.69 
ICCS05021,P_HTHAB,HU	: 	: 	: 	: 	: 	: 	32.22 	48.63 	57.44 	69.68 	61.72 	58.58 	79.90 	79.46 
ICCS05021,P_HTHAB,IE	55.43 	52.09 	73.00 	77.07 	72.26 	71.87 	104.80 	167.41 	160.29 	184.99 	229.29 	255.39 	294.40 	324.40 
ICCS05021,P_HTHAB,IS	3.53 	7.96 	7.28 	22.10 	23.64 	17.14 	20.96 	120.37 	74.26 	104.83 	139.11 	141.67 	170.96 	135.36 
ICCS05021,P_HTHAB,IT	185.99 	169.42 	219.25 	233.34 	240.57 	258.70 	272.47 	290.31 	307.42 	330.99 	334.84 	333.81 	361.70 	392.07 
ICCS05021,P_HTHAB,LI	: 	15.49 	10.42 	13.12 	5.29 	82.40 	37.47 	13.47 	13.57 	16.45 	2.77 	8.36 	19.67 	45.25 
ICCS05021,P_HTHAB,LT	11.91 	20.33 	23.84 	28.02 	35.08 	43.72 	38.96 	42.64 	50.61 	57.40 	59.20 	65.56 	61.78 	79.47 
ICCS05021,P_HTHAB,LU	41.28 	40.57 	49.52 	48.67 	48.76 	42.00 	53.65 	407.51 	425.48 	70.88 	89.09 	83.26 	84.90 	71.10 
ICCS05021,P_HTHAB,LV	21.97 	39.21 	22.50 	17.32 	17.54 	49.52 	74.67 	66.10 	66.56 	44.50 	: 	67.96 	96.91 	100.60 
ICCS05021,P_HTHAB,ME	5.80 	5.31 	4.50 	4.98 	4.98 	6.11 	5.14 	3.38 	6.28 	6.93 	7.74 	6.46 	8.26 	3.57 
ICCS05021,P_HTHAB,MK	: 	: 	: 	: 	: 	: 	: 	26.24 	24.58 	18.01 	23.67 	25.67 	29.63 	28.41 
ICCS05021,P_HTHAB,MT	49.22 	44.70 	49.64 	66.64 	72.13 	58.93 	53.34 	56.89 	77.13 	73.29 	87.71 	89.85 	97.58 	97.59 
ICCS05021,P_HTHAB,NL	126.23 	155.19 	163.00 	158.17 	162.46 	184.11 	212.51 	222.50 	229.21 	234.13 	245.56 	244.71 	132.54 	132.06 
ICCS05021,P_HTHAB,NO	58.35 	75.66 	72.46 	76.70 	77.15 	85.75 	103.84 	128.94 	131.33 	159.51 	189.38 	223.50 	250.33 	251.23 
ICCS05021,P_HTHAB,PL	27.85 	29.21 	28.65 	28.89 	32.78 	37.77 	40.28 	44.93 	47.91 	42.64 	43.55 	43.50 	45.29 	46.36 
ICCS05021,P_HTHAB,PT	72.68 	84.34 	91.24 	95.85 	99.46 	111.50 	115.83 	131.61 	141.11 	150.82 	184.44 	192.08 	213.38 	239.49 
ICCS05021,P_HTHAB,RO	6.20 	8.70 	10.17 	10.69 	14.90 	6.90 	23.45 	27.21 	14.45 	8.10 	8.78 	11.79 	14.52 	11.41 
ICCS05021,P_HTHAB,RS	8.94 	10.26 	13.53 	17.48 	22.09 	21.17 	23.75 	26.52 	30.90 	38.26 	46.47 	44.92 	44.92 	55.43 
ICCS05021,P_HTHAB,SE	179.19 	206.94 	196.00 	215.44 	240.76 	255.65 	272.03 	280.56 	290.12 	305.03 	366.10 	374.80 	436.01 	486.95 
ICCS05021,P_HTHAB,SI	18.87 	28.58 	26.14 	26.27 	26.82 	39.48 	37.57 	28.82 	30.16 	26.22 	25.75 	26.09 	28.83 	28.95 
ICCS05021,P_HTHAB,SK	14.71 	17.99 	19.12 	24.60 	28.04 	30.79 	35.64 	42.41 	44.93 	47.11 	49.96 	62.22 	70.21 	76.92 
ICCS05021,P_HTHAB,TR	39.66 	39.09 	34.68 	45.40 	65.46 	67.57 	: 	: 	: 	41.50 	37.25 	39.08 	42.19 	: 
ICCS05021,P_HTHAB,UKC-L	: 	: 	: 	203.72 	191.29 	167.13 	142.01 	132.28 	132.68 	141.60 	164.58 	191.40 	213.82 	269.59 
ICCS05021,P_HTHAB,UKM	: 	: 	: 	91.04 	92.78 	97.01 	93.87 	101.60 	112.33 	108.00 	133.70 	166.13 	178.34 	222.74 
ICCS05021,P_HTHAB,UKN	: 	: 	: 	77.40 	75.48 	84.00 	91.92 	110.22 	116.11 	115.51 	133.29 	156.92 	164.37 	173.75 
ICCS05021,P_HTHAB,XK	: 	6.51 	8.24 	11.90 	13.06 	16.65 	: 	: 	: 	: 	24.19 	15.35 	17.84 	21.50 
ICCS0601,NR,AL	3101 	2099 	2011 	1926 	2087 	3257 	2330 	1776 	1334 	1105 	740 	603 	647 	653 
ICCS0601,NR,AT	35461 	40785 	43767 	41177 	42699 	36235 	33080 	29164 	27231 	1990 	2320 	2167 	2099 	1980 
ICCS0601,NR,BA	4125 	3756 	3300 	2810 	767 	747 	82 	70 	20 	43 	54 	38 	52 	1519 
ICCS0601,NR,BE	55519 	61615 	63349 	59786 	58254 	55581 	52657 	55132 	11419 	11334 	13825 	14750 	14960 	14854 
ICCS0601,NR,BG	4914 	4915 	5470 	5536 	4989 	4738 	4010 	3239 	3052 	2960 	2859 	3765 	3662 	2857 
ICCS0601,NR,CH	60887 	68600 	75757 	76308 	80074 	83268 	86128 	80986 	97289 	92862 	91211 	89173 	85742 	47590 
ICCS0601,NR,CY	838 	846 	1032 	1142 	940 	876 	930 	1080 	996 	1030 	936 	851 	706 	779 
ICCS0601,NR,CZ	4196 	4191 	4819 	5465 	5599 	5567 	5549 	5597 	5117 	3814 	3635 	3010 	3046 	2812 
ICCS0601,NR,DE	361048 	365753 	359747 	350662 	330580 	302594 	282604 	276734 	253525 	237150 	236478 	231007 	235842 	239951 
ICCS0601,NR,DK	28666 	31221 	32954 	30170 	27684 	23683 	24813 	28093 	25782 	23141 	23074 	19587 	19158 	20260 
ICCS0601,NR,EE	3620 	3701 	3998 	4505 	5808 	5653 	4982 	4052 	4638 	4616 	3821 	2977 	4241 	7671 
ICCS0601,NR,EL	11978 	12823 	13595 	13528 	12795 	11086 	10787 	10855 	10473 	10144 	9786 	10451 	12640 	12164 
ICCS0601,NR,ES	18313 	17112 	16624 	14133 	12958 	12448 	12069 	13411 	14296 	14509 	15220 	14391 	14343 	14564 
ICCS0601,NR,FI	27990 	36860 	32119 	29176 	27639 	25121 	23433 	21781 	22656 	20102 	20394 	19724 	18524 	15482 
ICCS0601,NR,FR	288717 	217736 	244634 	247111 	227143 	241887 	7483 	6895 	6455 	5902 	5928 	5869 	6007 	6128 
ICCS0601,NR,HR	8951 	9216 	11094 	11199 	11811 	11617 	2842 	2707 	2683 	7295 	7767 	7784 	7063 	7882 
ICCS0601,NR,HU	6971 	6504 	6542 	8021 	6462 	5758 	6028 	6123 	5408 	5213 	5989 	5789 	4517 	5464 
ICCS0601,NR,IE	19244 	22202 	20598 	17734 	16267 	15310 	14553 	15863 	15326 	16381 	17572 	19793 	21872 	23356 
ICCS0601,NR,IS	1686 	1730 	2174 	2240 	2169 	1846 	1880 	2350 	2134 	1874 	1733 	1500 	1290 	1461 
ICCS0601,NR,IT	29867 	33876 	37698 	38776 	38339 	35189 	31786 	32718 	33578 	33852 	34034 	32761 	34101 	34082 
ICCS0601,NR,LI	478 	1058 	793 	713 	490 	446 	276 	378 	432 	257 	434 	531 	357 	210 
ICCS0601,NR,LT	3145 	2940 	3079 	3220 	2622 	2288 	2524 	2587 	2354 	3006 	2256 	2214 	2189 	1837 
ICCS0601,NR,LU	3773 	4619 	4238 	3003 	2683 	3981 	4675 	4190 	3222 	2583 	2941 	2574 	2232 	1343 
ICCS0601,NR,LV	1463 	1975 	2355 	2607 	2989 	2663 	3529 	2697 	1637 	2750 	1967 	2189 	2307 	2512 
ICCS0601,NR,ME	347 	281 	297 	246 	231 	206 	184 	179 	172 	187 	316 	307 	398 	460 
ICCS0601,NR,MK	: 	: 	: 	: 	: 	31 	17 	22 	: 	594 	589 	578 	551 	415 
ICCS0601,NR,MT	603 	168 	159 	348 	310 	217 	157 	192 	208 	203 	178 	181 	187 	180 
ICCS0601,NR,NL	11540 	12830 	13925 	12480 	11720 	12450 	13825 	15193 	16085 	16145 	15885 	16715 	18580 	18875 
ICCS0601,NR,NO	17518 	25798 	28793 	31633 	33585 	36184 	41598 	45368 	47286 	44148 	41271 	44015 	37756 	36137 
ICCS0601,NR,PL	69623 	66550 	66831 	60073 	64652 	60449 	55018 	63806 	71939 	76358 	74535 	72375 	68288 	57382 
ICCS0601,NR,PT	4441 	3966 	5749 	6540 	6481 	5746 	5298 	4751 	4650 	4638 	4214 	4555 	4267 	3729 
ICCS0601,NR,RO	7819 	6610 	8101 	8486 	6129 	4473 	5053 	2407 	2459 	2872 	3456 	3852 	3228 	3621 
ICCS0601,NR,RS	9756 	10769 	11148 	10215 	8407 	7020 	5706 	6217 	5648 	4774 	4941 	5573 	5500 	6049 
ICCS0601,NR,SE	120233 	126245 	115388 	108685 	102658 	93547 	96558 	98219 	99175 	97379 	91997 	90070 	82008 	79795 
ICCS0601,NR,SI	1293 	1369 	1252 	1517 	1624 	1437 	1737 	1662 	1712 	1760 	1505 	1756 	2096 	1434 
ICCS0601,NR,SK	1806 	1513 	1723 	1573 	1480 	1493 	1750 	1609 	1930 	759 	762 	624 	613 	538 
ICCS0601,NR,UKC-L	: 	: 	: 	29826 	26574 	25316 	25982 	28139 	29348 	29746 	31316 	32336 	33223 	29885 
ICCS0601,NR,UKM	: 	: 	: 	34714 	32295 	32529 	35375 	36740 	35542 	5431 	6684 	7138 	9901 	10315 
ICCS0601,NR,UKN	: 	: 	: 	6828 	6246 	5492 	5381 	4950 	4446 	912 	806 	742 	631 	607 
ICCS0601,NR,XK	315 	1213 	1483 	1541 	1328 	586 	401 	649 	533 	554 	535 	482 	364 	314 
ICCS0601,P_HTHAB,AL	109.59 	73.75 	70.26 	67.10 	72.55 	113.26 	80.74 	61.32 	: 	: 	26.13 	: 	20.32 	20.60 
ICCS0601,P_HTHAB,AT	396.98 	458.20 	494.05 	466.74 	486.72 	416.97 	385.72 	342.83 	322.19 	23.67 	27.70 	25.95 	25.18 	23.83 
ICCS0601,P_HTHAB,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.12 	1.41 	0.99 	1.35 	39.52 
ICCS0601,P_HTHAB,BE	480.49 	534.74 	553.00 	524.50 	513.17 	491.38 	468.59 	493.09 	102.31 	102.16 	125.67 	136.07 	139.12 	139.25 
ICCS0601,P_HTHAB,BG	71.05 	70.70 	78.14 	78.52 	70.25 	66.23 	55.68 	44.70 	41.90 	40.40 	38.80 	50.73 	49.04 	38.00 
ICCS0601,P_HTHAB,CH	702.25 	797.12 	886.61 	899.42 	951.05 	999.96 	1045.54 	994.96 	1210.20 	1167.39 	1158.95 	1145.32 	1113.26 	626.72 
ICCS0601,P_HTHAB,CY	93.53 	95.27 	117.82 	132.14 	109.97 	103.26 	109.80 	125.87 	115.03 	119.49 	111.46 	103.89 	88.59 	100.34 
ICCS0601,P_HTHAB,CZ	39.21 	39.19 	45.25 	51.51 	52.93 	52.75 	52.66 	53.24 	48.66 	36.30 	34.66 	28.77 	29.22 	27.19 
ICCS0601,P_HTHAB,DE	434.19 	439.78 	433.33 	423.54 	400.60 	368.23 	348.05 	342.63 	314.85 	295.22 	294.77 	282.39 	287.60 	291.85 
ICCS0601,P_HTHAB,DK	490.85 	536.19 	567.58 	521.86 	481.56 	414.96 	438.41 	499.23 	460.18 	414.67 	414.95 	353.89 	347.60 	369.99 
ICCS0601,P_HTHAB,EE	272.17 	278.49 	301.78 	341.51 	441.46 	429.58 	378.90 	307.95 	351.32 	348.32 	287.36 	223.28 	317.50 	573.13 
ICCS0601,P_HTHAB,EL	112.17 	119.63 	126.76 	125.95 	118.82 	102.80 	99.35 	99.34 	95.18 	91.50 	87.98 	93.99 	113.93 	109.97 
ICCS0601,P_HTHAB,ES	38.64 	36.15 	35.42 	30.29 	27.85 	26.80 	25.98 	28.83 	30.59 	30.99 	32.61 	30.96 	31.02 	31.89 
ICCS0601,P_HTHAB,FI	505.80 	667.11 	582.09 	529.21 	502.23 	457.80 	428.25 	399.56 	417.49 	372.17 	379.40 	368.57 	347.78 	292.08 
ICCS0601,P_HTHAB,FR	426.74 	323.43 	364.16 	368.68 	339.98 	362.98 	11.25 	10.46 	9.84 	9.04 	9.12 	9.08 	9.33 	9.57 
ICCS0601,P_HTHAB,HR	221.76 	227.10 	272.16 	272.78 	284.31 	277.21 	67.26 	63.74 	62.95 	170.60 	181.05 	180.90 	163.88 	182.79 
ICCS0601,P_HTHAB,HU	71.64 	66.57 	66.94 	82.03 	65.96 	58.57 	61.16 	61.99 	54.58 	52.49 	59.98 	57.81 	45.03 	54.39 
ICCS0601,P_HTHAB,IE	384.39 	447.22 	420.00 	367.13 	340.00 	323.93 	311.12 	342.03 	333.82 	357.45 	384.43 	435.06 	483.75 	523.93 
ICCS0601,P_HTHAB,IS	457.17 	475.10 	608.98 	642.85 	641.05 	555.14 	571.25 	721.59 	663.03 	586.40 	544.20 	472.25 	403.92 	463.13 
ICCS0601,P_HTHAB,IT	50.42 	56.80 	63.02 	64.11 	63.28 	58.00 	52.28 	53.83 	56.26 	57.00 	57.33 	55.35 	57.80 	58.11 
ICCS0601,P_HTHAB,LI	1223.91 	2730.53 	2066.29 	1870.70 	1295.95 	1185.48 	738.64 	1018.07 	1172.70 	704.59 	1200.59 	1479.36 	1003.12 	593.96 
ICCS0601,P_HTHAB,LT	112.49 	105.22 	110.19 	114.64 	92.07 	79.21 	86.40 	87.89 	79.21 	100.08 	73.90 	70.47 	68.75 	57.18 
ICCS0601,P_HTHAB,LU	594.43 	737.73 	690.35 	498.83 	454.23 	690.85 	830.43 	762.26 	599.96 	492.14 	574.59 	512.68 	452.28 	277.59 
ICCS0601,P_HTHAB,LV	77.28 	103.53 	122.66 	134.77 	153.27 	135.25 	177.69 	134.75 	80.89 	134.49 	94.81 	103.23 	106.67 	114.61 
ICCS0601,P_HTHAB,ME	55.90 	45.19 	47.74 	39.53 	37.12 	33.11 	29.58 	28.80 	27.70 	30.15 	50.98 	49.60 	64.49 	74.73 
ICCS0601,P_HTHAB,MK	: 	: 	: 	: 	: 	1.50 	0.82 	1.06 	: 	28.84 	28.63 	28.16 	26.90 	20.29 
ICCS0601,P_HTHAB,MT	116.84 	32.65 	32.21 	73.16 	67.35 	48.18 	35.71 	44.71 	49.36 	48.62 	42.89 	43.72 	45.51 	44.14 
ICCS0601,P_HTHAB,NL	66.04 	73.70 	80.57 	72.64 	68.61 	73.33 	81.80 	90.28 	95.86 	96.50 	95.37 	100.84 	112.70 	115.05 
ICCS0601,P_HTHAB,NO	324.93 	480.63 	540.39 	597.34 	638.70 	694.41 	805.15 	888.18 	936.12 	885.46 	838.78 	905.99 	786.70 	762.84 
ICCS0601,P_HTHAB,PL	183.99 	175.32 	176.00 	158.18 	170.26 	159.21 	144.76 	167.83 	189.00 	200.60 	195.82 	190.34 	179.06 	150.55 
ICCS0601,P_HTHAB,PT	43.12 	38.52 	55.94 	63.55 	62.86 	55.56 	51.07 	45.56 	44.34 	43.99 	39.86 	43.08 	40.40 	35.33 
ICCS0601,P_HTHAB,RO	40.72 	34.20 	41.73 	43.44 	31.20 	22.63 	25.42 	12.07 	12.28 	14.29 	16.14 	17.95 	15.79 	17.55 
ICCS0601,P_HTHAB,RS	141.98 	155.47 	160.09 	145.90 	119.41 	99.20 	80.20 	86.99 	78.65 	66.15 	68.14 	76.27 	74.98 	82.13 
ICCS0601,P_HTHAB,SE	1158.39 	1222.41 	1127.92 	1073.94 	1027.08 	949.62 	990.61 	1018.36 	1037.84 	1026.89 	977.07 	964.27 	885.96 	868.94 
ICCS0601,P_HTHAB,SI	61.31 	65.32 	60.17 	73.40 	78.61 	69.62 	84.20 	80.64 	83.15 	85.62 	73.41 	85.79 	103.13 	71.33 
ICCS0601,P_HTHAB,SK	33.08 	27.72 	31.61 	28.90 	27.23 	27.51 	32.28 	29.71 	35.67 	14.04 	14.13 	11.58 	11.39 	10.01 
ICCS0601,P_HTHAB,UKC-L	: 	: 	: 	50.59 	45.38 	43.55 	45.07 	49.21 	51.71 	52.77 	55.99 	58.30 	60.36 	54.72 
ICCS0601,P_HTHAB,UKM	: 	: 	: 	638.49 	596.43 	605.01 	660.41 	688.34 	668.07 	102.35 	126.58 	136.05 	189.79 	198.90 
ICCS0601,P_HTHAB,UKN	: 	: 	: 	363.97 	334.61 	295.74 	291.46 	269.42 	243.40 	50.14 	44.54 	41.24 	35.33 	34.29 
ICCS0601,P_HTHAB,XK	: 	68.07 	82.59 	85.68 	74.46 	33.08 	: 	: 	: 	: 	29.82 	21.83 	16.69 	14.58 
ICCS0701,NR,AL	: 	798 	874 	941 	1018 	913 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,AT	: 	54410 	49627 	37859 	35050 	32543 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,BA	: 	543 	: 	273 	: 	222 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,BE	: 	93510 	79340 	66051 	57995 	55597 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,BG	: 	1671 	2103 	2850 	3370 	3605 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,CH	: 	20986 	19159 	17520 	14227 	16424 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,CY	: 	244 	221 	227 	246 	232 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,CZ	: 	7952 	9179 	8449 	8752 	9836 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,DE	: 	808074 	832966 	840783 	910352 	899043 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,DK	: 	53864 	47627 	43348 	43938 	39282 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,EE	: 	1845 	1813 	1453 	1561 	1685 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,EL	: 	4059 	3208 	3184 	3253 	3790 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,ES	: 	360551 	327616 	289182 	214595 	183005 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,FI	: 	47132 	40294 	35699 	35320 	44788 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,FR	: 	232572 	208147 	180411 	173909 	197720 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,HR	: 	2507 	3298 	3088 	2639 	3806 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,HU	: 	15451 	16936 	21075 	25389 	45000 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,IE	: 	5862 	5651 	4552 	3944 	4902 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,IS	: 	673 	596 	537 	463 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,IT	: 	283686 	243020 	218865 	194068 	182103 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,LI	: 	176 	179 	157 	130 	175 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,LT	: 	2688 	2981 	2783 	2999 	2870 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,LU	: 	1475 	744 	646 	588 	989 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,LV	: 	1731 	1580 	1758 	1503 	1786 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,ME	: 	58 	45 	6 	: 	49 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,MT	: 	811 	821 	1032 	787 	500 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,NL	: 	: 	: 	: 	: 	62999 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,NO	: 	18998 	21032 	22532 	19875 	21361 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,PL	: 	138187 	140031 	117430 	129038 	108647 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,PT	: 	37003 	30976 	23917 	22933 	19482 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,RO	: 	11222 	11341 	10497 	10201 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,RS	: 	1240 	1754 	1966 	2044 	2245 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,SE	: 	278954 	293383 	301210 	253565 	217460 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,SI	: 	3379 	3952 	3907 	4002 	4383 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,SK	: 	1984 	2264 	2633 	2863 	2312 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,TR	: 	: 	: 	: 	: 	77500 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,NR,XK	: 	468 	658 	628 	535 	538 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0701,P_HTHAB,AL	: 	28.04 	30.53 	32.78 	35.39 	31.75 	: 	: 	: 	: 	: 	: 	: 	: 
